Region,2004,2005,2006,2007,2008,2009,2010,2011
Peru,58.7,55.6,49.2,42.4,37.3,33.5,30.8,27.8
Amazonas, 71.5, 74.7, 67.6, 58.1, 59.1, 56.3, 50.5, 44.6
Ancash,62.2, 55.3, 43.4, 41.8, 34.9, 30.3, 27.1, 27.2
Apurimac, 70.4, 74.5, 70.6, 71.4, 70.4,72.0, 62.0, 57.0
Arequipa, 40.0, 28.5, 26.4, 22.9, 15.2, 17.6, 13.6, 11.5
Ayachucho,72.4, 78.6, 77.3, 67.6, 61.1,  58.8, 48.2, 52.7
Cajamarca, 77.7,75.4, 69.7, 68.4, 61.1, 62.1, 55.2, 55.8
Callao, 50.3, 42.9, 37.7, 28.0, 25.9, 15.9, 18.5, 15.8
Cusco, 64.0, 60.9, 53.8, 54.4, 50.8, 40.4, 42.7, 29.7
Huancavelica, 92.8, 92.7, 89.1, 85.0, 79.5, 75.6, 63.0, 54.6
Huanuco, 84.9, 78.9, 76.7, 66.5, 62.2, 58.9, 54.7, 54.1
Ica, 43.1, 34.8, 28.8, 23.3, 20.5, 14.0, 12.4, 10.9
Junin 552 517 495 444 353 313 235 241 44
Lnubenad 599 492 497 391 335 352 314 274 40
umnayaaue 593 559 509 500 373 371 332 304 —7s -
Llmail 450 425 324 255 215 170 150 153 01
Luena 745 750 599 575 530 547 493 431 —1 7
umeaenuos 292 314 203 139 113 51 50 41 09
Moquegua 50s 359 350 297 233 190 143 109 —34
Pasco 571 710 555 595 591 473 353 407 44
Puna 734 701 550 542 494 424 443 352 —91 -
Puno 793 741 713 599 541 493 435 391 —95 -
smuanin 579 579 710 551 429 433 359 310 59 -
mm 433 425 315 255 211 177 142 155 24
Tumbes 350 m5 203 225 210 202 197 139 5a -
umyan 507 579 592 470 351 303 217 135 452 -

umauumuusmnmvaaxxos»
nmaummaymunmnmvaaaaxnn
«¡mmunwmmmmumam
mm Icuznumzonvzom

